invoice_id,deal_id,invoice_type,invoice_date,invoice_due_date,paid_date,invoice_status,dunning_status,invoice_amount,delay_in_days,delay_bool,invoice_month,due_day,customer_id,deal_term,deal_monthly_amount,deal_signed_date,deal_deposit_amount,schufa_score,postal_code,date_of_birth,loyalty_status,schufa_group,deposit,deal_term_group,deal_monthly_amount_group,invoice_amount_group,age,age_group,due_day_group
in_1MQoqUHfRoBp5g8KXIxLyTK6,8352146358,final,2023-01-16,2023-02-15,2023-02-24,paid,successfull,1645.38,9.0,True,1,15,65713051.0,6,988.2,25/03/2022,0.0,9148.0,47441.0,1996-07-31,platinum,"9,000 - 9,249",False,0 - 6,500 - 999,"1,500 - 1,999",26.0,20-29,13-17
in_1MQouxDOkQuZ6Q4MKG1cIQp1,6001191315,final,2023-01-16,2023-02-15,2023-03-02,paid,successfull,549.0,15.0,True,1,15,107684601.0,13,329.0,21/08/2021,0.0,9967.0,20259.0,1979-02-04,,"9,750 - 10000",False,13 - 18,0 - 499,500 - 999,43.0,40-49,13-17
in_1MQowlDOkQuZ6Q4MMEVIzKxm,6992956773,final,2023-01-16,2023-02-15,2023-01-30,paid,,276.02,-16.0,False,1,15,85735651.0,6,359.0,14/12/2021,0.0,8907.0,10969.0,1982-11-28,silver,"8,500 - 8,999",False,0 - 6,0 - 499,0 - 499,40.0,40-49,13-17
in_1MQp02HfRoBp5g8KCGqZlJhb,6773852196,final,2023-01-16,2023-02-15,2023-01-16,paid,,1956.48,-30.0,False,1,15,141017201.0,12,399.0,28/10/2021,0.0,8420.0,81673.0,1980-04-17,,"8,000 - 8,499",False,7 - 12,0 - 499,"1,500 - 1,999",42.0,40-49,13-17
in_1MQp0jHfRoBp5g8KHS7pi3gO,6893404182,final,2023-01-16,2023-02-15,2023-01-30,paid,,986.0,-16.0,False,1,15,146524101.0,12,1268.0,10/11/2021,0.0,9088.0,94424.0,1988-09-10,,"9,000 - 9,249",False,7 - 12,"1,000 - 1,499",500 - 999,34.0,30-39,13-17
in_1MQqErDOkQuZ6Q4MrpLbpL6R,7904573298,monthly,2023-01-16,2023-01-30,2023-01-19,paid,,1018.0,-11.0,False,1,30,177977001.0,14,518.0,14/02/2022,0.0,,,1985-08-09,gold,,False,13 - 18,500 - 999,"1,000 - 1,499",37.0,30-39,28-31
in_1MQs5nDOkQuZ6Q4MRVGu3qdu,7862473395,monthly,2023-01-16,2023-01-30,2023-01-19,paid,,518.0,-11.0,False,1,30,175469852.0,12,518.0,09/02/2022,0.0,9535.0,,1984-01-19,platinum,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,38.0,30-39,28-31
in_1MQsdsHfRoBp5g8KnwI596VM,8005609080,monthly,2023-01-16,2023-01-30,2023-01-19,paid,,369.0,-11.0,False,1,30,157565601.0,12,369.0,23/02/2022,0.0,9871.0,35325.0,1952-08-28,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,70.0,70-79,28-31
in_1MQuHrDOkQuZ6Q4MDzOrNKzD,11332932894,monthly,2023-01-16,2023-01-30,2023-01-19,paid,,629.0,-11.0,False,1,30,349548701.0,12,629.0,14/12/2022,0.0,9987.0,8523.0,1976-10-31,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,46.0,40-49,28-31
in_1MQvhmDOkQuZ6Q4MUKKYkZde,11575561896,monthly,2023-01-16,2023-01-30,2023-01-16,paid,,698.0,-14.0,False,1,30,267863663.0,6,698.0,04/01/2023,0.0,9645.0,70190.0,1984-09-24,silver,"9,500 - 9,749",False,0 - 6,500 - 999,500 - 999,38.0,30-39,28-31
in_1MQvsxHfRoBp5g8KY2pR7HJu,10852592292,monthly,2023-01-16,2023-01-30,2023-01-19,paid,,465.1,-11.0,False,1,30,33871351.0,12,665.1,08/11/2022,0.0,9403.0,90455.0,1979-10-02,platinum,"9,250 - 9,499",False,7 - 12,500 - 999,0 - 499,43.0,40-49,28-31
in_1MQwBMHfRoBp5g8KiDUKyqXw,10483826616,monthly,2023-01-16,2023-01-30,2023-01-19,paid,,380.05,-11.0,False,1,30,146800802.0,12,759.05,07/10/2022,0.0,,,1980-08-03,gold,,False,7 - 12,500 - 999,0 - 499,42.0,40-49,28-31
in_1MQwElHfRoBp5g8KnqTVhvJe,11270942550,monthly,2023-01-16,2023-01-30,2023-01-19,paid,,699.0,-11.0,False,1,30,306356201.0,6,699.0,09/12/2022,0.0,,,1965-04-26,gold,,False,0 - 6,500 - 999,500 - 999,57.0,50-59,28-31
in_1MQwGMHfRoBp5g8Kpdv3IISt,11342088783,monthly,2023-01-16,2023-01-30,2023-01-19,paid,,658.0,-11.0,False,1,30,246816851.0,12,658.0,14/12/2022,0.0,9873.0,80809.0,1979-10-27,silver,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,43.0,40-49,28-31
in_1MQwJrHfRoBp5g8Kjdj6xfrT,10839393927,monthly,2023-01-16,2023-01-30,2023-01-19,paid,,903.87,-11.0,False,1,30,73590301.0,12,903.87,07/11/2022,0.0,9228.0,89361.0,1977-10-04,platinum,"9,000 - 9,249",False,7 - 12,500 - 999,500 - 999,45.0,40-49,28-31
in_1MQwKUHfRoBp5g8KkWVWJsE8,10867726341,monthly,2023-01-16,2023-01-30,2023-01-16,paid,,629.0,-14.0,False,1,30,321054151.0,12,629.0,09/11/2022,0.0,9967.0,67292.0,1967-11-25,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,55.0,50-59,28-31
in_1MQwKwHfRoBp5g8KWrsKV5Nq,11252875923,monthly,2023-01-16,2023-01-30,2023-01-19,paid,,679.0,-11.0,False,1,30,346852901.0,12,679.0,08/12/2022,0.0,,,1971-07-01,gold,,False,7 - 12,500 - 999,500 - 999,51.0,50-59,28-31
in_1MQwLFHfRoBp5g8KEP4Qe7Yx,11087137368,monthly,2023-01-16,2023-01-30,2023-01-19,paid,,610.2,-11.0,False,1,30,19129001.0,12,610.2,28/11/2022,0.0,,,1962-05-11,platinum,,False,7 - 12,500 - 999,500 - 999,60.0,60-69,28-31
in_1MQwSVDOkQuZ6Q4MINUqwshM,8152961958,monthly,2023-01-16,2023-01-30,2023-01-19,paid,,339.0,-11.0,False,1,30,187106451.0,12,339.0,07/03/2022,0.0,9456.0,22761.0,1988-09-17,gold,"9,250 - 9,499",False,7 - 12,0 - 499,0 - 499,34.0,30-39,28-31
in_1MQwZMDOkQuZ6Q4MkxuZohOH,7325583498,monthly,2023-01-16,2023-01-30,2023-01-19,paid,,616.05,-11.0,False,1,30,5110601.0,12,417.05,23/12/2021,0.0,9915.0,10249.0,1989-10-23,silver,"9,750 - 10000",False,7 - 12,0 - 499,500 - 999,33.0,30-39,28-31
in_1MQx5yHfRoBp5g8KnuxQBrEq,7488722799,monthly,2023-01-16,2023-01-30,2023-01-19,paid,,265.05,-11.0,False,1,30,79519351.0,12,265.05,12/01/2022,0.0,9904.0,35578.0,1983-08-13,silver,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,39.0,30-39,28-31
in_1MQy3mHfRoBp5g8KwoYMWwuB,11270252421,monthly,2023-01-16,2023-01-30,2023-01-19,paid,,909.0,-11.0,False,1,30,347360951.0,6,909.0,09/12/2022,0.0,,,1990-02-04,platinum,,False,0 - 6,500 - 999,500 - 999,32.0,30-39,28-31
in_1MQzolDOkQuZ6Q4MD1GRiody,11144738061,monthly,2023-01-16,2023-01-30,2023-01-19,paid,,728.0,-11.0,False,1,30,137529151.0,12,728.0,29/11/2022,0.0,9918.0,85521.0,1958-03-20,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,64.0,60-69,28-31
in_1MR1fIDOkQuZ6Q4MYXomNAVI,6804016524,monthly,2023-01-17,2023-01-31,2023-01-19,paid,,359.0,-12.0,False,1,31,86492051.0,24,359.0,31/10/2021,0.0,9654.0,97273.0,1971-01-31,gold,"9,500 - 9,749",False,19 - 24,0 - 499,0 - 499,51.0,50-59,28-31
in_1MR1fIDOkQuZ6Q4MbNl63t3d,6598695681,monthly,2023-01-17,2023-01-31,2023-01-17,paid,,329.0,-14.0,False,1,31,133954801.0,13,329.0,12/10/2021,0.0,9877.0,78628.0,1990-02-20,silver,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,32.0,30-39,28-31
in_1MR1fIDOkQuZ6Q4MpRrEwxBj,6001191315,monthly,2023-01-17,2023-01-31,2023-01-19,paid,,329.0,-12.0,False,1,31,107684601.0,13,329.0,21/08/2021,0.0,9967.0,20259.0,1979-02-04,,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,43.0,40-49,28-31
in_1MR2dJHfRoBp5g8K7hBHnFHp,9780316425,monthly,2023-01-17,2023-01-31,2023-01-17,paid,,389.0,-14.0,False,1,31,270509901.0,12,389.0,10/08/2022,0.0,9348.0,31020.0,1989-11-20,gold,"9,250 - 9,499",False,7 - 12,0 - 499,0 - 499,33.0,30-39,28-31
in_1MR2dKHfRoBp5g8KGqIzdAh2,9216181035,monthly,2023-01-17,2023-01-31,2023-01-19,paid,,649.0,-12.0,False,1,31,233181651.0,12,649.0,17/06/2022,0.0,9153.0,81541.0,1988-05-26,gold,"9,000 - 9,249",False,7 - 12,500 - 999,500 - 999,34.0,30-39,28-31
in_1MR2dMHfRoBp5g8KdJ3qByRu,9058841262,monthly,2023-01-17,2023-01-31,2023-01-19,paid,,369.0,-12.0,False,1,31,238415451.0,12,369.0,31/05/2022,0.0,9149.0,12629.0,1977-08-04,silver,"9,000 - 9,249",False,7 - 12,0 - 499,0 - 499,45.0,40-49,28-31
in_1MR2dOHfRoBp5g8KNujqiAvX,10325920572,monthly,2023-01-17,2023-01-31,2023-01-19,paid,,567.71,-12.0,False,1,31,117983301.0,12,436.05,27/09/2022,0.0,9697.0,80935.0,1971-12-04,platinum,"9,500 - 9,749",False,7 - 12,0 - 499,500 - 999,51.0,50-59,28-31
in_1MR2dOHfRoBp5g8Kk8a2hV9A,9622020618,monthly,2023-01-17,2023-01-31,2023-01-19,paid,,578.0,-12.0,False,1,31,254653901.0,6,578.0,28/07/2022,0.0,,,1993-12-31,gold,,False,0 - 6,500 - 999,500 - 999,29.0,20-29,28-31
in_1MR2dRHfRoBp5g8KHaK4KlB0,10354237992,monthly,2023-01-17,2023-01-31,2023-01-19,paid,,606.1,-12.0,False,1,31,112365701.0,12,606.1,29/09/2022,0.0,9579.0,,1990-09-22,platinum,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,32.0,30-39,28-31
in_1MR2dRHfRoBp5g8KIMf0kGM0,8875733427,monthly,2023-01-17,2023-01-31,2023-01-17,paid,,1029.93,-14.0,False,1,31,143272501.0,12,1024.1,11/05/2022,0.0,9422.0,21227.0,1990-05-28,gold,"9,250 - 9,499",False,7 - 12,"1,000 - 1,499","1,000 - 1,499",32.0,30-39,28-31
in_1MR2dRHfRoBp5g8KairKgVw1,10456460136,monthly,2023-01-17,2023-01-31,2023-01-17,paid,,788.0,-14.0,False,1,31,303386651.0,12,788.0,05/10/2022,0.0,9636.0,89233.0,1970-01-25,gold,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,52.0,50-59,28-31
in_1MR2dWHfRoBp5g8Kk3M1qEo1,10172860983,monthly,2023-01-17,2023-01-31,2023-01-19,paid,,809.1,-12.0,False,1,31,100031801.0,12,809.1,14/09/2022,0.0,9840.0,80992.0,1969-08-17,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,53.0,50-59,28-31
in_1MR2dXHfRoBp5g8KWUB5nMq6,10522731042,monthly,2023-01-17,2023-01-31,2023-01-30,paid,successfull,664.05,-1.0,False,1,31,94276401.0,12,664.05,11/10/2022,0.0,9306.0,65933.0,1999-04-02,platinum,"9,250 - 9,499",False,7 - 12,500 - 999,500 - 999,23.0,20-29,28-31
in_1MR2dcHfRoBp5g8K32Gf5EtM,10764076311,monthly,2023-01-17,2023-01-31,2023-01-17,paid,,788.0,-14.0,False,1,31,323045011.0,12,788.0,02/11/2022,0.0,,,1995-09-25,gold,,False,7 - 12,500 - 999,500 - 999,27.0,20-29,28-31
in_1MR2djHfRoBp5g8K4ascqIzE,10339032870,monthly,2023-01-17,2023-01-31,2023-01-19,paid,,849.0,-12.0,False,1,31,299358151.0,12,849.0,28/09/2022,0.0,9693.0,51143.0,1986-06-10,gold,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,36.0,30-39,28-31
in_1MR2dmHfRoBp5g8K7u2VNgg2,10319312421,monthly,2023-01-17,2023-01-31,2023-01-19,paid,,449.0,-12.0,False,1,31,298803551.0,6,449.0,26/09/2022,0.0,9918.0,85591.0,1986-10-19,gold,"9,750 - 10000",False,0 - 6,0 - 499,0 - 499,36.0,30-39,28-31
in_1MR2eMDOkQuZ6Q4MNsHIYMwq,10299169314,monthly,2023-01-17,2023-01-31,2023-01-19,paid,,679.0,-12.0,False,1,31,297396551.0,12,759.0,26/09/2022,0.0,,,1987-03-09,gold,,False,7 - 12,500 - 999,500 - 999,35.0,30-39,28-31
in_1MR2eMDOkQuZ6Q4MSJrbpi4s,10795457448,monthly,2023-01-17,2023-01-31,2023-01-19,paid,,427.67,-12.0,False,1,31,135451101.0,13,426.55,03/11/2022,0.0,9311.0,63071.0,1984-06-22,gold,"9,250 - 9,499",False,13 - 18,0 - 499,0 - 499,38.0,30-39,28-31
in_1MR2eMDOkQuZ6Q4MtZx2GMxZ,10274932764,monthly,2023-01-17,2023-01-31,2023-01-19,paid,,548.1,-12.0,False,1,31,18000251.0,12,548.1,22/09/2022,0.0,,,1983-12-07,silver,,False,7 - 12,500 - 999,500 - 999,39.0,30-39,28-31
in_1MR2eNDOkQuZ6Q4MzH3Qx8YI,10459615806,monthly,2023-01-17,2023-01-31,2023-01-19,paid,,779.66,-12.0,False,1,31,303342801.0,12,768.0,06/10/2022,0.0,,40764.0,1989-11-30,platinum,,False,7 - 12,500 - 999,500 - 999,33.0,30-39,28-31
in_1MR2eODOkQuZ6Q4MIXCKBvGy,10792996389,monthly,2023-01-17,2023-01-31,2023-01-17,paid,,778.0,-14.0,False,1,31,323947351.0,13,778.0,03/11/2022,0.0,9936.0,99518.0,1970-02-17,platinum,"9,750 - 10000",False,13 - 18,500 - 999,500 - 999,52.0,50-59,28-31
in_1MR2etDOkQuZ6Q4MCitCeNJY,9692224938,monthly,2023-01-17,2023-01-31,2023-01-17,paid,,583.83,-14.0,False,1,31,269394003.0,13,578.0,03/08/2022,0.0,9905.0,97297.0,1980-02-22,gold,"9,750 - 10000",False,13 - 18,500 - 999,500 - 999,42.0,40-49,28-31
in_1MR9AlHfRoBp5g8KWFJCDrx9,11099380806,monthly,2023-01-17,2023-01-31,2023-01-20,paid,,503.1,-11.0,False,1,31,6741001.0,12,503.1,26/11/2022,0.0,9647.0,26689.0,1989-09-09,gold,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,33.0,30-39,28-31
in_1MRB8EHfRoBp5g8KXPkz9lAk,7759902474,monthly,2023-01-17,2023-01-31,2023-01-17,paid,,279.0,-14.0,False,1,31,169371001.0,12,279.0,29/01/2022,0.0,9864.0,9557.0,1973-12-19,silver,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,49.0,40-49,28-31
in_1MRBMQDOkQuZ6Q4MM4ls7M4J,7315121574,monthly,2023-01-17,2023-01-31,2023-01-20,paid,,531.05,-11.0,False,1,31,99912551.0,13,531.05,22/12/2021,0.0,,,1968-11-30,gold,,False,13 - 18,500 - 999,500 - 999,54.0,50-59,28-31
in_1MRBMRDOkQuZ6Q4MRimhyQmA,7761816873,monthly,2023-01-17,2023-01-31,2023-01-20,paid,,379.0,-11.0,False,1,31,169565151.0,13,379.0,29/01/2022,0.0,9918.0,6905.0,1992-09-21,silver,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,30.0,30-39,28-31
in_1MRCFIDOkQuZ6Q4MqE3a52eU,5469766326,final,2023-01-17,2023-02-16,2023-02-21,paid,successfull,1001.5,5.0,True,1,16,17741301.0,13,474.05,16/06/2021,0.0,9094.0,70439.0,1988-11-19,platinum,"9,000 - 9,249",False,13 - 18,0 - 499,"1,000 - 1,499",34.0,30-39,13-17
in_1MRCvgDOkQuZ6Q4MMIEbotPE,6561460746,monthly,2023-01-17,2023-01-31,2023-01-20,paid,,20.0,-11.0,False,1,31,132089001.0,12,468.0,15/10/2021,0.0,9925.0,44809.0,1965-12-15,,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,57.0,50-59,28-31
in_1MRCvhDOkQuZ6Q4M1SINEdR2,6561460746,monthly,2023-01-17,2023-01-31,2023-01-20,paid,,5.83,-11.0,False,1,31,132089001.0,12,468.0,15/10/2021,0.0,9925.0,44809.0,1965-12-15,,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,57.0,50-59,28-31
in_1MRCw0DOkQuZ6Q4MkyRxIjJj,5563722609,monthly,2023-01-17,2023-01-31,2023-01-20,paid,,5.83,-11.0,False,1,31,75204301.0,12,449.0,19/07/2021,0.0,9540.0,81549.0,1954-02-11,,"9,500 - 9,749",False,7 - 12,0 - 499,0 - 499,68.0,60-69,28-31
in_1MRCw1DOkQuZ6Q4MRLwEesRj,5563722609,monthly,2023-01-17,2023-01-31,2023-01-20,paid,,23.5,-11.0,False,1,31,75204301.0,12,449.0,19/07/2021,0.0,9540.0,81549.0,1954-02-11,,"9,500 - 9,749",False,7 - 12,0 - 499,0 - 499,68.0,60-69,28-31
in_1MRDATDOkQuZ6Q4Mke0DcnkG,7799516973,monthly,2023-01-17,2023-01-31,2023-01-20,paid,,439.0,-11.0,False,1,31,171252151.0,13,439.0,03/02/2022,0.0,9825.0,,1988-12-13,silver,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,34.0,30-39,28-31
in_1MREXkHfRoBp5g8KNXIvufw5,11398021155,monthly,2023-01-17,2023-01-31,2023-01-20,paid,,728.0,-11.0,False,1,31,353549101.0,6,728.0,21/12/2022,0.0,,,1963-07-02,gold,,False,0 - 6,500 - 999,500 - 999,59.0,50-59,28-31
in_1MRG0jHfRoBp5g8Kth6AaOPj,7248979602,monthly,2023-01-17,2023-01-31,2023-01-20,paid,,589.0,-11.0,False,1,31,117631601.0,12,589.0,14/12/2021,0.0,9918.0,70182.0,1992-04-30,silver,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,30.0,30-39,28-31
in_1MRH8iHfRoBp5g8Kk9A8osgk,7991831934,monthly,2023-01-17,2023-01-31,2023-01-20,paid,,369.0,-11.0,False,1,31,184105001.0,12,369.0,22/02/2022,0.0,9488.0,66564.0,1963-07-22,gold,"9,250 - 9,499",False,7 - 12,0 - 499,0 - 499,59.0,50-59,28-31
in_1MRIP5HfRoBp5g8KzSFPfAZ1,6829850709,final,2023-01-17,2023-02-16,2023-01-31,paid,,2296.61,-16.0,False,1,16,61006451.0,12,1195.1,03/11/2021,0.0,9255.0,99706.0,1982-09-27,platinum,"9,250 - 9,499",False,7 - 12,"1,000 - 1,499",">1,999",40.0,40-49,13-17
in_1MRIrDHfRoBp5g8KCtM4gr90,7940687949,monthly,2023-01-17,2023-01-31,2023-01-20,paid,,1509.0,-11.0,False,1,31,181329551.0,12,1009.0,18/02/2022,0.0,9411.0,49163.0,1959-11-19,gold,"9,250 - 9,499",False,7 - 12,"1,000 - 1,499","1,500 - 1,999",63.0,60-69,28-31
in_1MRJTxDOkQuZ6Q4M7rc57OJx,7342906914,monthly,2023-01-17,2023-01-31,2023-01-20,paid,,199.0,-11.0,False,1,31,161117451.0,12,349.0,26/12/2021,0.0,9531.0,37115.0,1993-09-25,silver,"9,500 - 9,749",False,7 - 12,0 - 499,0 - 499,29.0,20-29,28-31
in_1MRP75HfRoBp5g8K0oor2UuI,9149819031,monthly,2023-01-18,2023-02-01,2023-01-20,paid,,350.55,-12.0,False,1,1,78576451.0,12,350.55,10/06/2022,0.0,9909.0,19322.0,1949-09-22,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,73.0,70-79,1-2
in_1MRP75HfRoBp5g8KnR4OJcu5,9316623105,monthly,2023-01-18,2023-02-01,2023-01-20,paid,,204.83,-12.0,False,1,1,249921451.0,6,1798.0,27/06/2022,0.0,,,1977-04-17,silver,,False,0 - 6,"1,500 - 1,999",0 - 499,45.0,40-49,1-2
in_1MRP76HfRoBp5g8KkcMXjAJ4,9790427799,monthly,2023-01-18,2023-02-01,2023-01-20,paid,,389.0,-12.0,False,1,1,272736451.0,12,448.0,11/08/2022,0.0,9854.0,9120.0,1972-05-25,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,50.0,50-59,1-2
in_1MRP77HfRoBp5g8Kywpr68FQ,10394009964,monthly,2023-01-18,2023-02-01,2023-01-18,paid,,699.0,-14.0,False,1,1,301226501.0,12,699.0,30/09/2022,0.0,9911.0,85408.0,1973-07-16,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,49.0,40-49,1-2
in_1MRP78HfRoBp5g8K4RAmWZEr,9652935609,monthly,2023-01-18,2023-02-01,2023-01-18,paid,,1079.0,-14.0,False,1,1,267835801.0,6,1079.0,01/08/2022,0.0,,85630.0,1970-09-04,platinum,,False,0 - 6,"1,000 - 1,499","1,000 - 1,499",52.0,50-59,1-2
in_1MRP78HfRoBp5g8KRcKGgU2q,10808631837,monthly,2023-01-18,2023-02-01,2023-01-20,paid,,609.0,-12.0,False,1,1,325364901.0,12,609.0,08/11/2022,0.0,,,1960-07-27,gold,,False,7 - 12,500 - 999,500 - 999,62.0,60-69,1-2
in_1MRP78HfRoBp5g8KWhXQawEv,10728417915,monthly,2023-01-18,2023-02-01,2023-01-20,paid,,699.0,-12.0,False,1,1,320983351.0,12,699.0,29/10/2022,0.0,9567.0,53506.0,1990-07-10,gold,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,32.0,30-39,1-2
in_1MRP78HfRoBp5g8KmMaLE8RB,10247263362,monthly,2023-01-18,2023-02-01,2023-01-18,paid,,398.05,-14.0,False,1,1,129164751.0,12,398.05,20/09/2022,0.0,9918.0,50171.0,1989-02-23,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,33.0,30-39,1-2
in_1MRP78HfRoBp5g8KzzdgfpNW,10421675010,monthly,2023-01-18,2023-02-01,2023-01-20,paid,,1148.0,-12.0,False,1,1,290106601.0,6,1148.0,03/10/2022,0.0,9980.0,40789.0,1964-03-07,gold,"9,750 - 10000",False,0 - 6,"1,000 - 1,499","1,000 - 1,499",58.0,50-59,1-2
in_1MRP7AHfRoBp5g8Kr6a880m2,9541333413,monthly,2023-01-18,2023-02-01,2023-01-18,paid,,1273.83,-14.0,False,1,1,261745601.0,6,1268.0,20/07/2022,0.0,,52222.0,1991-10-24,platinum,,False,0 - 6,"1,000 - 1,499","1,000 - 1,499",31.0,30-39,1-2
in_1MRP7CHfRoBp5g8KVbt7JYfW,10640568078,monthly,2023-01-18,2023-02-01,2023-01-20,paid,,804.83,-12.0,False,1,1,92771001.0,12,799.0,21/10/2022,0.0,,,1955-08-02,platinum,,False,7 - 12,500 - 999,500 - 999,67.0,60-69,1-2
in_1MRP7DHfRoBp5g8KeqXpvCtr,10287179307,monthly,2023-01-18,2023-02-01,2023-01-20,paid,,699.0,-12.0,False,1,1,297020251.0,12,699.0,23/09/2022,0.0,9910.0,74076.0,1995-01-07,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,28.0,20-29,1-2
in_1MRP7EHfRoBp5g8K9XPVur9d,8923306887,monthly,2023-01-18,2023-02-01,2023-01-20,paid,,1199.0,-12.0,False,1,1,74805401.0,12,1199.0,16/05/2022,0.0,9640.0,21680.0,1975-10-10,platinum,"9,500 - 9,749",False,7 - 12,"1,000 - 1,499","1,000 - 1,499",47.0,40-49,1-2
in_1MRP7GHfRoBp5g8KTB36pilI,9632321361,monthly,2023-01-18,2023-02-01,2023-01-20,paid,,350.1,-12.0,False,1,1,9582951.0,12,350.1,29/07/2022,0.0,9785.0,72108.0,1982-03-13,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,40.0,40-49,1-2
in_1MRP7IHfRoBp5g8KkLmsbI5c,9515330703,monthly,2023-01-18,2023-02-01,2023-01-20,paid,,799.0,-12.0,False,1,1,260014602.0,12,799.0,18/07/2022,0.0,,77948.0,1971-03-21,gold,,False,7 - 12,500 - 999,500 - 999,51.0,50-59,1-2
in_1MRP7RHfRoBp5g8K4oB7iufe,9624667734,monthly,2023-01-18,2023-02-01,2023-01-20,paid,,588.0,-12.0,False,1,1,266593251.0,6,588.0,29/07/2022,0.0,,,1947-12-23,silver,,False,0 - 6,500 - 999,500 - 999,75.0,70-79,1-2
in_1MRP7SHfRoBp5g8KoJwqnxnR,9661511736,monthly,2023-01-18,2023-02-01,2023-01-18,paid,,418.0,-14.0,False,1,1,265285801.0,12,418.0,01/08/2022,0.0,9913.0,91564.0,1980-06-20,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,42.0,40-49,1-2
in_1MRP8sDOkQuZ6Q4MK4cfalxO,10327814919,monthly,2023-01-18,2023-02-01,2023-01-20,paid,,449.0,-12.0,False,1,1,287382851.0,13,449.0,27/09/2022,0.0,9724.0,40479.0,1984-06-01,gold,"9,500 - 9,749",False,13 - 18,0 - 499,0 - 499,38.0,30-39,1-2
in_1MRP8sDOkQuZ6Q4MNjUcEyzn,10478024055,monthly,2023-01-18,2023-02-01,2023-01-18,paid,,549.0,-14.0,False,1,1,284919701.0,9,549.0,07/10/2022,0.0,8895.0,10115.0,1989-11-13,gold,"8,500 - 8,999",False,7 - 12,500 - 999,500 - 999,33.0,30-39,1-2
in_1MRVfzHfRoBp5g8K4D6zKFYl,11359715931,monthly,2023-01-18,2023-02-01,2023-01-23,paid,,859.0,-9.0,False,1,1,347939051.0,12,859.0,16/12/2022,0.0,,,1988-03-08,platinum,,False,7 - 12,500 - 999,500 - 999,34.0,30-39,1-2
in_1MRXXnHfRoBp5g8K47bwl0uP,11271548187,monthly,2023-01-18,2023-02-01,2023-01-18,paid,,778.0,-14.0,False,1,1,347457951.0,6,778.0,13/12/2022,0.0,9863.0,35576.0,1988-11-10,gold,"9,750 - 10000",False,0 - 6,500 - 999,500 - 999,34.0,30-39,1-2
in_1MRXoxDOkQuZ6Q4Md6zXnq5H,11175240069,final,2023-01-18,2023-02-17,2023-02-14,paid,,350.0,-3.0,False,1,17,338079901.0,1,799.0,02/12/2022,0.0,9961.0,60385.0,1988-03-24,silver,"9,750 - 10000",False,0 - 6,500 - 999,0 - 499,34.0,30-39,18-22
in_1MRY7sHfRoBp5g8KzkmdEuo1,6871307445,final,2023-01-18,2023-02-17,2023-02-24,paid,successfull,1171.11,7.0,True,1,17,112171851.0,12,439.0,08/11/2021,0.0,9928.0,4275.0,1979-07-17,gold,"9,750 - 10000",False,7 - 12,0 - 499,"1,000 - 1,499",43.0,40-49,18-22
in_1MRZ82DOkQuZ6Q4MlLqQ5IjC,6538026114,final,2023-01-18,2023-02-17,2023-01-20,paid,,50.0,-28.0,False,1,17,20536901.0,12,502.55,15/10/2021,0.0,9979.0,50825.0,1973-09-18,gold,"9,750 - 10000",False,7 - 12,500 - 999,0 - 499,49.0,40-49,18-22
in_1MRatEHfRoBp5g8KDy1uaYBx,6887708829,monthly,2023-01-18,2023-02-01,2023-01-23,paid,,199.0,-9.0,False,1,1,147047901.0,12,458.0,10/11/2021,0.0,9021.0,80796.0,1995-01-12,silver,"9,000 - 9,249",False,7 - 12,0 - 499,0 - 499,28.0,20-29,1-2
in_1MRbIPHfRoBp5g8KCcibRkyr,7744423752,monthly,2023-01-18,2023-02-01,2023-01-23,paid,,478.0,-9.0,False,1,1,168756751.0,12,478.0,31/01/2022,0.0,,,1977-02-01,silver,,False,7 - 12,0 - 499,0 - 499,45.0,40-49,1-2
