invoice_id,deal_id,invoice_type,invoice_date,invoice_due_date,paid_date,invoice_status,dunning_status,invoice_amount,delay_in_days,delay_bool,invoice_month,due_day,customer_id,deal_term,deal_monthly_amount,deal_signed_date,deal_deposit_amount,schufa_score,postal_code,date_of_birth,loyalty_status,schufa_group,deposit,deal_term_group,deal_monthly_amount_group,invoice_amount_group,age,age_group,due_day_group
in_1MPxCJDOkQuZ6Q4MzztcgfSl,10823269041,monthly,2023-01-14,2023-01-28,2023-01-14,paid,,699.0,-14.0,False,1,28,326337101.0,12,699.0,07/11/2022,0.0,,87647.0,1962-09-24,platinum,,False,7 - 12,500 - 999,500 - 999,60.0,60-69,28-31
in_1MPxCNDOkQuZ6Q4MOrBVLnBS,9131121072,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,431.1,-10.0,False,1,28,15106901.0,13,431.1,08/06/2022,0.0,9495.0,79576.0,1961-01-10,gold,"9,250 - 9,499",False,13 - 18,0 - 499,0 - 499,62.0,60-69,28-31
in_1MPxEXHfRoBp5g8KKu462OHa,9070823484,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,368.0,-10.0,False,1,28,238797951.0,12,368.0,01/06/2022,0.0,9914.0,10318.0,1965-02-11,silver,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,57.0,50-59,28-31
in_1MPxEdHfRoBp5g8K72t6AuN9,10324334853,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,748.6,-10.0,False,1,28,84352901.0,12,748.6,27/09/2022,0.0,9964.0,74199.0,1962-02-14,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,60.0,60-69,28-31
in_1MPxEdHfRoBp5g8KDTU4nOb0,9952810146,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,790.2,-10.0,False,1,28,122858551.0,12,790.2,29/08/2022,0.0,9910.0,20097.0,1971-05-27,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,51.0,50-59,28-31
in_1MPxEdHfRoBp5g8KPxEWtqVs,10646842635,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,699.0,-10.0,False,1,28,316002851.0,12,699.0,23/10/2022,0.0,,,1974-11-10,gold,,False,7 - 12,500 - 999,500 - 999,48.0,40-49,28-31
in_1MPxEdHfRoBp5g8KQpraidtP,10288342422,monthly,2023-01-14,2023-01-28,2023-02-07,paid,successfull,578.55,10.0,True,1,28,108048951.0,12,578.55,24/09/2022,0.0,9749.0,41372.0,1997-08-12,silver,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,25.0,20-29,28-31
in_1MPxEeHfRoBp5g8KCzWZJmc7,10716641586,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,764.1,-10.0,False,1,28,57328201.0,12,764.1,28/10/2022,0.0,,,1970-04-24,platinum,,False,7 - 12,500 - 999,500 - 999,52.0,50-59,28-31
in_1MPxEeHfRoBp5g8KWFmarQ2x,10527859485,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,781.2,-10.0,False,1,28,125290201.0,12,781.2,12/10/2022,0.0,,,1987-04-26,platinum,,False,7 - 12,500 - 999,500 - 999,35.0,30-39,28-31
in_1MPxEeHfRoBp5g8KZU14D3Cr,10790661195,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,529.0,-10.0,False,1,28,312680301.0,12,529.0,03/11/2022,0.0,9965.0,44795.0,1983-10-01,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,39.0,30-39,28-31
in_1MPxEeHfRoBp5g8Kd0nZnsvv,9533366064,monthly,2023-01-14,2023-01-28,2023-01-17,paid,,2108.0,-11.0,False,1,28,80275901.0,12,2108.0,19/07/2022,0.0,9747.0,65779.0,1976-06-04,platinum,"9,500 - 9,749",False,7 - 12,"2,000 - 2,999",">1,999",46.0,40-49,28-31
in_1MPxEeHfRoBp5g8KqFPmIwbk,10307188008,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,898.0,-10.0,False,1,28,297375401.0,6,898.0,25/09/2022,0.0,9984.0,71576.0,1968-08-07,gold,"9,750 - 10000",False,0 - 6,500 - 999,500 - 999,54.0,50-59,28-31
in_1MPxEfHfRoBp5g8K37ISzrZd,10792620585,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,599.0,-10.0,False,1,28,263764351.0,12,599.0,03/11/2022,0.0,8355.0,1689.0,1984-03-01,platinum,"8,000 - 8,499",False,7 - 12,500 - 999,500 - 999,38.0,30-39,28-31
in_1MPxEfHfRoBp5g8K67h55b2U,10994115915,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,1148.0,-10.0,False,1,28,335632651.0,12,1148.0,19/11/2022,0.0,,,1984-12-24,platinum,,False,7 - 12,"1,000 - 1,499","1,000 - 1,499",38.0,30-39,28-31
in_1MPxEfHfRoBp5g8KP3PVKoHI,8781959439,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,379.0,-10.0,False,1,28,38542651.0,12,379.0,02/05/2022,0.0,9343.0,57392.0,1952-03-07,silver,"9,250 - 9,499",False,7 - 12,0 - 499,0 - 499,70.0,70-79,28-31
in_1MPxEfHfRoBp5g8KRiP3mv4J,11221010028,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,799.2,-10.0,False,1,28,54451206.0,12,799.2,05/12/2022,0.0,9948.0,59192.0,1971-05-27,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,51.0,50-59,28-31
in_1MPxEfHfRoBp5g8KYrpPfjQh,10828729512,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,988.0,-10.0,False,1,28,326514151.0,12,988.0,07/11/2022,0.0,,,1964-09-04,platinum,,False,7 - 12,500 - 999,500 - 999,58.0,50-59,28-31
in_1MPxEgHfRoBp5g8KHEYBfAR9,9965406771,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,938.0,-10.0,False,1,28,285014501.0,12,1228.0,28/08/2022,0.0,9970.0,82031.0,1963-07-20,platinum,"9,750 - 10000",False,7 - 12,"1,000 - 1,499",500 - 999,59.0,50-59,28-31
in_1MPxEiHfRoBp5g8KEjNFPZNr,10326928032,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,548.0,-10.0,False,1,28,298618701.0,6,548.0,28/09/2022,0.0,,,1995-02-20,silver,,False,0 - 6,500 - 999,500 - 999,27.0,20-29,28-31
in_1MPxEiHfRoBp5g8KsPztYavX,10660055436,monthly,2023-01-14,2023-01-28,2023-01-14,paid,,699.0,-14.0,False,1,28,316431201.0,12,699.0,23/10/2022,0.0,9829.0,80809.0,1983-08-01,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,39.0,30-39,28-31
in_1MPxEjHfRoBp5g8KzS9zxGC3,8832536181,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,531.05,-10.0,False,1,28,186049301.0,12,531.05,07/05/2022,0.0,9744.0,76661.0,1996-01-09,platinum,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,27.0,20-29,28-31
in_1MPxEmHfRoBp5g8K5Zq2TLUr,9139618368,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,1099.0,-10.0,False,1,28,238035051.0,12,1099.0,09/06/2022,0.0,8761.0,22844.0,1997-10-11,gold,"8,500 - 8,999",False,7 - 12,"1,000 - 1,499","1,000 - 1,499",25.0,20-29,28-31
in_1MPxEoHfRoBp5g8KaogzQFZC,9423520155,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,588.0,-10.0,False,1,28,255373601.0,12,588.0,07/07/2022,0.0,9520.0,83324.0,1997-06-15,gold,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,25.0,20-29,28-31
in_1MPxErHfRoBp5g8Kqn2JhxRE,9908267526,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,577.6,-10.0,False,1,28,,6,577.6,28/08/2022,0.0,,,,,,False,0 - 6,500 - 999,500 - 999,,,28-31
in_1MPxEuHfRoBp5g8KPyOpgm1P,10597498488,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,939.0,-10.0,False,1,28,296861251.0,12,1148.0,18/10/2022,0.0,9346.0,10119.0,1998-06-13,platinum,"9,250 - 9,499",False,7 - 12,"1,000 - 1,499",500 - 999,24.0,20-29,28-31
in_1MPxEvHfRoBp5g8K77GuPb0O,9861633558,monthly,2023-01-14,2023-01-28,2023-01-14,paid,,649.0,-14.0,False,1,28,279256651.0,12,649.0,18/08/2022,0.0,9921.0,61440.0,1983-04-03,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,39.0,30-39,28-31
in_1MQ7hlHfRoBp5g8K03soaYWk,7509733560,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,979.0,-10.0,False,1,28,162144551.0,12,979.0,13/01/2022,0.0,,,1968-10-25,gold,,False,7 - 12,500 - 999,500 - 999,54.0,50-59,28-31
in_1MQ86yDOkQuZ6Q4M5wMmUyns,7991462547,monthly,2023-01-14,2023-01-28,2023-01-14,paid,,299.0,-14.0,False,1,28,184076952.0,24,299.0,22/02/2022,0.0,9343.0,50171.0,2000-05-16,gold,"9,250 - 9,499",False,19 - 24,0 - 499,0 - 499,22.0,20-29,28-31
in_1MQAPNDOkQuZ6Q4MzD7BjeKO,8205386553,monthly,2023-01-14,2023-01-28,2023-01-14,paid,,489.0,-14.0,False,1,28,194232204.0,13,489.0,12/03/2022,0.0,8709.0,55252.0,1994-10-29,silver,"8,500 - 8,999",False,13 - 18,0 - 499,0 - 499,28.0,20-29,28-31
in_1MQARjDOkQuZ6Q4METjGBXPj,8148281013,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,449.0,-10.0,False,1,28,189442901.0,12,449.0,07/03/2022,0.0,9972.0,28832.0,1951-01-14,silver,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,72.0,70-79,28-31
in_1MQG4iDOkQuZ6Q4MLAEyVblk,7293034017,monthly,2023-01-14,2023-01-28,2023-01-18,paid,,439.0,-10.0,False,1,28,159461951.0,12,439.0,20/12/2021,0.0,8484.0,80992.0,1998-03-11,gold,"8,000 - 8,499",False,7 - 12,0 - 499,0 - 499,24.0,20-29,28-31
in_1MQHltDOkQuZ6Q4MzeX2josM,5399146323,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,368.6,-11.0,False,1,29,8358051.0,12,368.6,04/06/2021,0.0,9984.0,95447.0,1949-07-02,silver,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,73.0,70-79,28-31
in_1MQIi2HfRoBp5g8KbX5X4oL4,10778152014,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,801.55,-11.0,False,1,29,320108451.0,12,901.55,02/11/2022,0.0,,,1983-01-28,platinum,,False,7 - 12,500 - 999,500 - 999,39.0,30-39,28-31
in_1MQIjEDOkQuZ6Q4MlXp3oXfG,6200850960,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,449.0,-11.0,False,1,29,119151901.0,14,449.0,13/09/2021,0.0,9864.0,32051.0,1977-10-01,gold,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,45.0,40-49,28-31
in_1MQJhyHfRoBp5g8KMYLMWJ9O,9053239869,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,898.0,-11.0,False,1,29,237237801.0,12,398.0,31/05/2022,0.0,9702.0,,1961-11-14,silver,"9,500 - 9,749",False,7 - 12,0 - 499,500 - 999,61.0,60-69,28-31
in_1MQJhyHfRoBp5g8KWcDxRxde,9556246926,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,1098.0,-11.0,False,1,29,254360801.0,12,1098.0,21/07/2022,0.0,9699.0,,1985-01-27,silver,"9,500 - 9,749",False,7 - 12,"1,000 - 1,499","1,000 - 1,499",37.0,30-39,28-31
in_1MQJhyHfRoBp5g8Kh37dDqhw,8843925366,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,418.0,-11.0,False,1,29,227858551.0,12,418.0,08/05/2022,0.0,8743.0,32699.0,1986-11-04,gold,"8,500 - 8,999",False,7 - 12,0 - 499,0 - 499,36.0,30-39,28-31
in_1MQJhzHfRoBp5g8KViIjuxwP,9045349146,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,339.0,-11.0,False,1,29,237650851.0,12,339.0,30/05/2022,0.0,9505.0,47137.0,1994-03-19,silver,"9,500 - 9,749",False,7 - 12,0 - 499,0 - 499,28.0,20-29,28-31
in_1MQJi0HfRoBp5g8K8Zuim4NV,9890067312,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,755.38,-11.0,False,1,29,98797351.0,12,749.55,22/08/2022,0.0,9680.0,,1968-06-17,platinum,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,54.0,50-59,28-31
in_1MQJi0HfRoBp5g8KDdNumJEk,10854596205,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,444.83,-11.0,False,1,29,328140001.0,6,439.0,08/11/2022,0.0,9629.0,30627.0,1981-07-13,gold,"9,500 - 9,749",False,0 - 6,0 - 499,0 - 499,41.0,40-49,28-31
in_1MQJi0HfRoBp5g8KYvjyL0X1,9275148081,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,613.83,-11.0,False,1,29,103614801.0,12,608.0,23/06/2022,0.0,9863.0,,1990-07-20,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,32.0,30-39,28-31
in_1MQJi0HfRoBp5g8KyTsszYwU,10749383766,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,556.2,-11.0,False,1,29,,12,556.2,04/11/2022,0.0,,,,,,False,7 - 12,500 - 999,500 - 999,,,28-31
in_1MQJi2HfRoBp5g8KEsk688J9,10831180131,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,699.0,-11.0,False,1,29,316752101.0,12,699.0,06/11/2022,0.0,9985.0,25355.0,1978-04-24,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,44.0,40-49,28-31
in_1MQJi3HfRoBp5g8K3RVv1Veh,9869854383,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,1149.0,-11.0,False,1,29,279674701.0,6,1149.0,19/08/2022,0.0,,85567.0,1986-10-18,platinum,,False,0 - 6,"1,000 - 1,499","1,000 - 1,499",36.0,30-39,28-31
in_1MQJi4HfRoBp5g8KkYwrYsDg,10617753222,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,788.0,-11.0,False,1,29,314253951.0,12,788.0,19/10/2022,0.0,9986.0,37620.0,1968-12-29,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,54.0,50-59,28-31
in_1MQJi5HfRoBp5g8KQPPfcgCg,9003557196,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,531.05,-11.0,False,1,29,58533501.0,12,531.05,25/05/2022,0.0,9922.0,75015.0,1972-03-09,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,50.0,50-59,28-31
in_1MQJi7HfRoBp5g8KZkmgGBVq,11085264153,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,1189.0,-11.0,False,1,29,340321701.0,6,1189.0,25/11/2022,0.0,9963.0,76646.0,1980-10-07,gold,"9,750 - 10000",False,0 - 6,"1,000 - 1,499","1,000 - 1,499",42.0,40-49,28-31
in_1MQJiEHfRoBp5g8KDGsBbyyi,11086049844,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,728.0,-11.0,False,1,29,324807301.0,12,728.0,28/11/2022,0.0,,,1961-07-28,gold,,False,7 - 12,500 - 999,500 - 999,61.0,60-69,28-31
in_1MQJiFHfRoBp5g8K50OdEiAt,10716606810,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,1038.0,-11.0,False,1,29,320356601.0,12,1038.0,28/10/2022,0.0,9869.0,75428.0,1989-02-13,platinum,"9,750 - 10000",False,7 - 12,"1,000 - 1,499","1,000 - 1,499",33.0,30-39,28-31
in_1MQJlDDOkQuZ6Q4MxcFSi3Yv,9120386214,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,378.1,-11.0,False,1,29,137313351.0,9,378.1,07/06/2022,0.0,9824.0,,1963-03-19,silver,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,59.0,50-59,28-31
in_1MQJlGDOkQuZ6Q4MRiZVFgU5,9493837641,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,748.6,-11.0,False,1,29,89866855.0,12,788.0,17/07/2022,0.0,9648.0,86807.0,1981-11-04,gold,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,41.0,40-49,28-31
in_1MQJlIDOkQuZ6Q4M6U3d6acQ,9856406835,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,426.55,-11.0,False,1,29,93081002.0,13,426.55,18/08/2022,0.0,9914.0,14057.0,1992-10-17,platinum,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,30.0,30-39,28-31
in_1MQJlMDOkQuZ6Q4M7tKs5q4x,11192976729,monthly,2023-01-15,2023-01-29,2023-01-15,paid,,499.0,-14.0,False,1,29,344645101.0,6,499.0,02/12/2022,0.0,9983.0,81545.0,1967-10-20,gold,"9,750 - 10000",False,0 - 6,0 - 499,0 - 499,55.0,50-59,28-31
in_1MQJlNDOkQuZ6Q4MoKJTIkk7,10447564572,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,521.1,-11.0,False,1,29,120395401.0,13,521.1,05/10/2022,0.0,9742.0,68647.0,1963-10-29,gold,"9,500 - 9,749",False,13 - 18,500 - 999,500 - 999,59.0,50-59,28-31
in_1MQW4nDOkQuZ6Q4McrQ5Dhw3,7410830751,monthly,2023-01-15,2023-01-29,2023-01-18,paid,,419.0,-11.0,False,1,29,162383551.0,18,419.0,04/01/2022,0.0,9738.0,22159.0,1996-01-03,gold,"9,500 - 9,749",False,13 - 18,0 - 499,0 - 499,27.0,20-29,28-31
in_1MQc6ADOkQuZ6Q4MGgqBOTwI,7347276864,monthly,2023-01-15,2023-01-29,2023-01-15,paid,,439.0,-14.0,False,1,29,161305851.0,12,439.0,27/12/2021,0.0,9760.0,,1964-06-16,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,58.0,50-59,28-31
in_1MQg7MDOkQuZ6Q4M1vW32hZC,8986383495,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,284.05,-12.0,False,1,30,60390251.0,13,284.05,23/05/2022,0.0,9646.0,,1989-08-18,silver,"9,500 - 9,749",False,13 - 18,0 - 499,0 - 499,33.0,30-39,28-31
in_1MQg7MDOkQuZ6Q4M2QksOQHZ,11172604968,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,549.0,-12.0,False,1,30,69411551.0,9,549.0,01/12/2022,0.0,9850.0,63853.0,1974-10-29,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,48.0,40-49,28-31
in_1MQg7MDOkQuZ6Q4MAVAHaEEq,9665432910,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,668.0,-12.0,False,1,30,246924551.0,12,668.0,01/08/2022,0.0,9878.0,,1981-09-14,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,41.0,40-49,28-31
in_1MQg7MDOkQuZ6Q4Mew66vvwF,10059599673,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,629.0,-12.0,False,1,30,,12,708.0,05/09/2022,1887.0,,,,,,True,7 - 12,500 - 999,500 - 999,,,28-31
in_1MQg7MDOkQuZ6Q4Mq7nxPWn7,9258185790,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,236.55,-12.0,False,1,30,52961551.0,13,236.55,21/06/2022,0.0,8565.0,80337.0,1975-02-23,silver,"8,500 - 8,999",False,13 - 18,0 - 499,0 - 499,47.0,40-49,28-31
in_1MQg7MDOkQuZ6Q4MyCOAovSt,8915460372,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,417.05,-12.0,False,1,30,86282801.0,13,417.05,15/05/2022,0.0,9909.0,10405.0,1982-09-12,gold,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,40.0,40-49,28-31
in_1MQg7NDOkQuZ6Q4MBEmLlnfr,11144732526,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,379.05,-12.0,False,1,30,140467601.0,13,379.05,30/11/2022,0.0,9979.0,14482.0,1971-08-21,gold,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,51.0,50-59,28-31
in_1MQg7NDOkQuZ6Q4MIIlIkKxj,9572650083,monthly,2023-01-16,2023-01-30,2023-01-31,paid,successfull,474.05,1.0,True,1,30,97536151.0,12,474.05,23/07/2022,0.0,9737.0,41063.0,1991-04-23,gold,"9,500 - 9,749",False,7 - 12,0 - 499,0 - 499,31.0,30-39,28-31
in_1MQg7NDOkQuZ6Q4MqUKb0FWN,11267852571,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,399.0,-12.0,False,1,30,347332251.0,13,399.0,08/12/2022,0.0,9966.0,44795.0,1963-03-29,gold,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,59.0,50-59,28-31
in_1MQg7NDOkQuZ6Q4MqphXX6U9,11220970284,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,838.0,-12.0,False,1,30,343593651.0,6,838.0,05/12/2022,0.0,9792.0,22765.0,1982-11-08,gold,"9,750 - 10000",False,0 - 6,500 - 999,500 - 999,40.0,40-49,28-31
in_1MQgAWHfRoBp5g8KGIpSfMId,9747615843,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,559.0,-12.0,False,1,30,271816652.0,12,559.0,07/08/2022,0.0,9784.0,63303.0,1993-07-27,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,29.0,20-29,28-31
in_1MQgAXHfRoBp5g8K0oJmFhRX,9496763559,monthly,2023-01-16,2023-01-30,2023-02-07,paid,successfull,728.0,8.0,True,1,30,,12,728.0,15/07/2022,0.0,,,,,,False,7 - 12,500 - 999,500 - 999,,,28-31
in_1MQgAXHfRoBp5g8KIPJzvQ8P,9590766651,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,419.0,-12.0,False,1,30,258928151.0,12,419.0,25/07/2022,0.0,9924.0,56299.0,1965-04-08,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,57.0,50-59,28-31
in_1MQgAXHfRoBp5g8KUfxKIGC7,10600308153,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,430.2,-12.0,False,1,30,313121501.0,12,430.2,18/10/2022,0.0,,59174.0,1983-10-21,platinum,,False,7 - 12,0 - 499,0 - 499,39.0,30-39,28-31
in_1MQgAYHfRoBp5g8K8qtb4FdV,8306444682,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,773.1,-12.0,False,1,30,117987751.0,12,773.1,22/03/2022,0.0,9722.0,45141.0,1993-08-12,gold,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,29.0,20-29,28-31
in_1MQgAYHfRoBp5g8KBaO3saha,9590644746,monthly,2023-01-16,2023-01-30,2023-01-16,paid,,1129.0,-14.0,False,1,30,166238505.0,6,1129.0,25/07/2022,0.0,9970.0,10709.0,1984-09-12,silver,"9,750 - 10000",False,0 - 6,"1,000 - 1,499","1,000 - 1,499",38.0,30-39,28-31
in_1MQgAYHfRoBp5g8KCks3OOTd,9857406510,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,407.55,-12.0,False,1,30,181438101.0,6,407.55,18/08/2022,0.0,9935.0,,1959-06-22,gold,"9,750 - 10000",False,0 - 6,0 - 499,0 - 499,63.0,60-69,28-31
in_1MQgAZHfRoBp5g8KHRqugit4,10783057005,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,323.1,-12.0,False,1,30,17567651.0,12,323.1,02/11/2022,0.0,9952.0,98529.0,1966-05-12,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,56.0,50-59,28-31
in_1MQgAZHfRoBp5g8KOL8t7aMC,9478770588,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,379.0,-12.0,False,1,30,238236551.0,12,379.0,13/07/2022,0.0,9498.0,56412.0,1979-12-27,gold,"9,250 - 9,499",False,7 - 12,0 - 499,0 - 499,43.0,40-49,28-31
in_1MQgAcHfRoBp5g8K0UpKHYAM,11113544880,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,559.0,-12.0,False,1,30,335966701.0,12,559.0,27/11/2022,0.0,9845.0,80804.0,1993-01-05,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,30.0,30-39,28-31
in_1MQgAdHfRoBp5g8KF1fStSd5,8818926939,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,808.0,-12.0,False,1,30,226716901.0,12,808.0,05/05/2022,0.0,9776.0,29485.0,1980-02-09,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,42.0,40-49,28-31
in_1MQgAeHfRoBp5g8KIEtTjude,10443099024,monthly,2023-01-16,2023-01-30,2023-01-16,paid,,1052.6,-14.0,False,1,30,218440901.0,12,1052.6,04/10/2022,0.0,9817.0,20099.0,1984-09-05,platinum,"9,750 - 10000",False,7 - 12,"1,000 - 1,499","1,000 - 1,499",38.0,30-39,28-31
in_1MQgB2HfRoBp5g8KDfHIdpWv,10550160657,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,853.1,-12.0,False,1,30,166965751.0,12,853.1,13/10/2022,0.0,,,1964-05-31,platinum,,False,7 - 12,500 - 999,500 - 999,58.0,50-59,28-31
in_1MQkUdDOkQuZ6Q4M94oX4oG1,8271738693,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,359.1,-12.0,False,1,30,22997601.0,13,359.1,19/03/2022,0.0,9774.0,60385.0,1986-02-24,gold,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,36.0,30-39,28-31
in_1MQmPcDOkQuZ6Q4MgyPfQVoW,7995085407,monthly,2023-01-16,2023-01-30,2023-01-19,paid,,379.0,-11.0,False,1,30,184315002.0,13,379.0,22/02/2022,0.0,9823.0,89191.0,1972-12-08,silver,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,50.0,50-59,28-31
in_1MQmPfDOkQuZ6Q4MEgKyOcrQ,8149611681,monthly,2023-01-16,2023-01-30,2023-01-19,paid,,439.0,-11.0,False,1,30,190656801.0,13,439.0,07/03/2022,0.0,,,1986-03-12,gold,,False,13 - 18,0 - 499,0 - 499,36.0,30-39,28-31
in_1MQmR7HfRoBp5g8KiHbjzyBo,7874020233,monthly,2023-01-16,2023-01-30,2023-01-18,paid,,360.05,-12.0,False,1,30,29731851.0,12,360.05,10/02/2022,0.0,9522.0,45525.0,1996-07-01,silver,"9,500 - 9,749",False,7 - 12,0 - 499,0 - 499,26.0,20-29,28-31
in_1MQmgzHfRoBp5g8Kq2a5maz0,11289474828,monthly,2023-01-16,2023-01-30,2023-01-31,paid,successfull,609.0,1.0,True,1,30,347898902.0,12,809.0,09/12/2022,0.0,9889.0,10553.0,1998-03-14,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,24.0,20-29,28-31
in_1MQmhKDOkQuZ6Q4MPrp562An,11074639230,monthly,2023-01-16,2023-01-30,2023-01-16,paid,,337.1,-14.0,False,1,30,90622851.0,6,749.0,25/11/2022,0.0,9906.0,89173.0,1976-04-21,gold,"9,750 - 10000",False,0 - 6,500 - 999,0 - 499,46.0,40-49,28-31
in_1MQnHPDOkQuZ6Q4MUGjXBtQR,7342823484,monthly,2023-01-16,2023-01-30,2023-01-19,paid,,417.05,-11.0,False,1,30,36031601.0,12,417.05,26/12/2021,0.0,9968.0,31710.0,1960-06-25,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,62.0,60-69,28-31
in_1MQoZwHfRoBp5g8KHjcEhzar,11285950491,monthly,2023-01-16,2023-01-30,2023-01-19,paid,,618.0,-11.0,False,1,30,320518801.0,6,618.0,09/12/2022,0.0,9493.0,78462.0,1997-06-24,gold,"9,250 - 9,499",False,0 - 6,500 - 999,500 - 999,25.0,20-29,28-31
